股票代码,股票名称,所属行业,概念板块,地区,总股本,流通股
sz002304,洋河股份,酿酒行业,"HS300_,参股券商,机构重仓,深成500,长江三角,融资融券,参股保险,央国企改革,证金持股,深证100R,深股通,超级品牌,MSCI中国,富时罗素,标准普尔,白酒",江苏,1506445074.0,1506409524.0
sz002305,*ST南置,房地产开发,"ST股,预亏预减,央国企改革,雄安新区,昨日涨停,租售同权,REITs概念,昨日涨停_含一字",湖北,1734215770.0,1734103276.0
sz002306,*ST云网,旅游酒店,"节能环保,ST股,QFII重仓,预盈预增,太阳能,低价股,TOPCon电池,BC电池",北京,869762500.0,813960387.0
sz002307,北新路桥,工程建设,"预亏预减,西部大开发,融资融券,医疗器械概念,央国企改革,一带一路,PPP模式,深股通",新疆,1268291582.0,1268291582.0
sz002309,中利集团,光伏设备,"军工,新能源,机构重仓,预盈预增,锂电池,智能电网,太阳能,长江三角,风能,央国企改革,一带一路,5G概念,华为概念,标准普尔,新能源车,HIT电池,储能,钙钛矿电池,TOPCon电池",江苏,3007665385.0,1215621777.0
sz002310,东方园林,环保行业,"节能环保,预盈预增,央国企改革,海绵城市,深股通,富时罗素,标准普尔,汽车拆解,绿色电力,动力电池回收,低价股,新型城镇化",北京,5999322117.0,4199093452.0
sz002311,海大集团,农牧饲渔,"HS300_,基金重仓,深成500,融资融券,深证100R,深股通,MSCI中国,富时罗素,标准普尔,猪肉概念,水产养殖",广东,1663749970.0,1662521303.0
sz002312,川发龙蟒,化肥行业,"化工原料,股权激励,深成500,锂电池,西部大开发,融资融券,央国企改革,中证500,深股通,农业种植,磷化工,锂矿概念",四川,1889338619.0,1758722877.0
sz002313,日海智能,通信设备,"深圳特区,物联网,大数据,智能家居,央国企改革,无人机,5G概念,人工智能,无人驾驶,昨日涨停,工业互联,边缘计算,富时罗素,标准普尔,车联网(车路云),数据中心,昨日涨停_含一字,算力概念,液冷概念",广东,374400000.0,374396175.0
sz002314,南山控股,房地产开发,"深圳特区,预盈预增,海工装备,海洋经济,粤港自贸,央国企改革,航母概念,深股通,富时罗素,标准普尔,车联网(车路云),储能,REITs概念,低价股,统一大市场,破净股,跨境电商,2025中报扭亏",广东,2707782513.0,1338324039.0
sz002315,焦点科技,互联网服务,"创投,股权激励,云计算,长江三角,互联金融,在线教育,电商概念,人工智能,深股通,AI智能体,养老金,信创,AIGC概念,跨境电商,ERP概念",江苏,317235869.0,202033116.0
sz002316,ST亚联,互联网服务,"ST股,深圳特区,物联网,预盈预增,云计算,智能电网,智慧城市,人工智能,工业互联,华为概念,ETC,智慧政务,医疗美容,数据中心,电子车牌,华为昇腾,数字经济,合成生物",吉林,393120000.0,340747500.0
sz002317,众生药业,中药,"融资融券,中药概念,养老概念,病毒防治,深股通,富时罗素,标准普尔,维生素,流感,长寿药,辅助生殖,幽门螺杆菌概念,肝炎概念,创新药,减肥药,2025中报预增",广东,849930477.0,761617406.0
sz002318,久立特材,钢铁行业,"新材料,基金重仓,深成500,核能核电,长江三角,融资融券,页岩气,中证500,航母概念,深股通,养老金,富时罗素,标准普尔,超超临界发电",浙江,977170720.0,954761922.0
sz002319,乐通股份,化学制品,"预盈预增,HIT电池",广东,209472510.0,200000000.0
sz002320,海峡股份,航运港口,"深成500,融资融券,海洋经济,央国企改革,IPO受益,深股通,富时罗素,标准普尔,海南自贸",海南,2228933187.0,2228933187.0
sz002321,华英农业,农牧饲渔,"机构重仓,预亏预减,食品安全,土地流转,生态农业,深股通,新零售,乡村振兴,鸡肉概念,预制菜概念,低价股",河南,2132890071.0,2124212084.0
sz002322,理工能科,软件开发,"节能环保,智能电网,长江三角,虚拟现实,深股通,数字孪生,气溶胶检测,土壤修复",浙江,379147970.0,365019679.0
sz002323,雅博股份,装修建材,"太阳能,长江三角,融资融券,央国企改革,一带一路,储能,专精特新,低价股",山东,2120855142.0,2120408119.0
sz002324,普利特,塑料制品,"新材料,预盈预增,锂电池,长江三角,融资融券,人脑工程,航母概念,深股通,富时罗素,光刻机(胶),新能源车,6G概念,固态电池,核污染防治,钠离子电池,专精特新,机器人概念,PEEK材料概念,低空经济,2025中报预增",上海,1112336248.0,776275962.0
sz002326,永太科技,化学制品,"锂电池,长江三角,融资融券,中药概念,氟化工,深股通,富时罗素,标准普尔,农业种植,钠离子电池,液冷概念,2025中报预增",浙江,925400795.0,804043569.0
sz002327,富安娜,纺织服装,"深圳特区,机构重仓,股权激励,预亏预减,婴童概念,电商概念,深股通,标准普尔,网红经济,2025中报预减",广东,838245539.0,487745772.0
sz002328,新朋股份,汽车零部件,"创投,长江三角,融资融券,特斯拉,一带一路,国产芯片,新能源车,储能,液冷概念",上海,771770000.0,570791896.0
sz002329,皇氏集团,食品饮料,"机构重仓,预亏预减,太阳能,西部大开发,融资融券,智慧城市,婴童概念,电商概念,一带一路,乡村振兴,乳业,网红经济,绿色电力,钙钛矿电池,TOPCon电池,跨境电商",广西,832403985.0,650388924.0
sz002330,得利斯,食品饮料,"预盈预增,电商概念,冷链物流,猪肉概念,地摊经济,宠物经济,预制菜概念",山东,635315290.0,635178715.0
sz002331,皖通科技,互联网服务,"物联网,预亏预减,智慧城市,无人驾驶,雄安新区,区块链,华为概念,ETC,车联网(车路云),数字经济",安徽,425431749.0,395845295.0
sz002332,仙琚制药,化学制药,"长江三角,融资融券,央国企改革,深股通,富时罗素,标准普尔,辅助生殖,毛发医疗,气溶胶检测",浙江,989204866.0,984573711.0
sz002333,罗普斯金,装修建材,"太阳能,长江三角,房屋检测",江苏,674924800.0,652563100.0
sz002334,英威腾,专用设备,"深圳特区,物联网,稀土永磁,云计算,太阳能,融资融券,燃料电池,充电桩,深股通,工业互联,氢能源,新能源车,半导体概念,数据中心,碳交易,换电概念,储能,机器人概念,PLC概念,液冷概念,新型工业化",广东,813530920.0,720738114.0
sz002335,科华数据,电源设备,"新能源,节能环保,深成500,核能核电,云计算,太阳能,融资融券,大数据,量子科技,5G概念,深股通,华为概念,富时罗素,数据中心,储能,东数西算,液冷概念,腾讯云",福建,515414041.0,454672644.0
sz002337,赛象科技,专用设备,"滨海新区,一带一路,工业互联,专精特新,机器人概念",天津,588615750.0,587996532.0
sz002338,奥普光电,仪器仪表,"军工,融资融券,医疗器械概念,央国企改革,虚拟现实,深股通,国产芯片,商业航天,空间站概念,工业母机,专精特新",吉林,240000000.0,240000000.0
sz002339,积成电子,电网设备,"物联网,预盈预增,云计算,智能电网,融资融券,参股新三板,大数据,网络安全,国产软件,充电桩,人工智能,华为概念,新能源车,特高压,北交所概念,虚拟电厂,地下管网,新型城镇化,高压快充",山东,504092274.0,478793604.0
sz002340,格林美,能源金属,"节能环保,稀缺资源,深圳特区,深成500,锂电池,稀土永磁,云计算,融资融券,石墨烯,大数据,燃料电池,小金属概念,中证500,深股通,MSCI中国,独角兽,氢能源,富时罗素,GDR,垃圾分类,标准普尔,新能源车,降解塑料,尾气治理,汽车拆解,固态电池,钠离子电池,储能,动力电池回收",广东,5124299057.0,5084385687.0
sz002342,巨力索具,通用设备,"军工,新能源,预盈预增,太阳能,风能,融资融券,海洋经济,京津冀,军民融合,雄安新区,白酒,2025中报预增",河北,960000000.0,954690000.0
sz002343,慈文传媒,文化传媒,"预亏预减,长江三角,央国企改革,影视概念,AI语料,AI眼镜",江西,474949686.0,474949686.0
sz002344,海宁皮城,商业百货,"参股银行,预亏预减,长江三角,融资融券,互联金融,养老概念,电商概念,央国企改革,一带一路,深股通,标准普尔,国产芯片,抖音概念(字节概念),地摊经济,网红经济,破净股,小红书概念",浙江,1282616960.0,1281450092.0
sz002345,潮宏基,珠宝首饰,"黄金概念,电商概念,深股通,新零售,医疗美容,网红经济,盲盒经济,C2M概念,NFT概念,培育钻石,小红书概念",广东,888512707.0,867004365.0
sz002346,柘中股份,电网设备,"创投,参股银行,锂电池,长江三角,融资融券,充电桩,体育产业,深股通,半导体概念,碳化硅,2025中报扭亏",上海,441575416.0,393399954.0
sz002347,泰尔股份,通用设备,"军工,锂电池,3D打印,超级电容,工业互联,机器视觉,动力电池回收,机器人概念,新型工业化",安徽,504702276.0,493382901.0
sz002348,高乐股份,家用轻工,"预盈预增,在线教育,婴童概念,人工智能,股权转让,盲盒经济,固态电池,钠离子电池,谷子经济",广东,947200000.0,903532249.0
sz002349,精华制药,中药,"长江三角,融资融券,中药概念,养老概念,央国企改革,深股通,单抗概念,流感,北交所概念",江苏,829674908.0,814180908.0
sz002350,北京科锐,电网设备,"军工,新能源,创投,预盈预增,智能电网,融资融券,参股新三板,充电桩,超级电容,雄安新区,氢能源,HIT电池,特高压,数据中心,虚拟电厂,储能,2025中报扭亏",北京,542331351.0,530551471.0
sz002351,漫步者,消费电子,"深圳特区,融资融券,智能穿戴,深股通,独角兽,电子竞技,富时罗素,无线耳机",广东,889107000.0,521044175.0
sz002352,顺丰控股,物流行业,"AH股,HS300_,深圳特区,深成500,云计算,融资融券,大数据,无人机,深证100R,人工智能,深股通,军民融合,MSCI中国,区块链,冷链物流,富时罗素,标准普尔,车联网(车路云),快递概念,REITs概念,跨境电商,低空经济",广东,5062692017.0,4795280282.0
sz002353,杰瑞股份,专用设备,"深成500,融资融券,海工装备,页岩气,油气设服,中证500,一带一路,深股通,MSCI中国,天然气,富时罗素,标准普尔,动力电池回收,中俄贸易概念",山东,1023855833.0,693243890.0
sz002354,天娱数科,互联网服务,"网络游戏,股权激励,预盈预增,融资融券,互联金融,在线教育,虚拟现实,人工智能,深股通,AI智能体,独角兽,百度概念,电子竞技,国产芯片,抖音概念(字节概念),元宇宙概念,虚拟数字人,数字经济,东数西算,机器人概念,信创,Web3.0,AIGC概念,跨境电商,数据确权,ChatGPT概念,数据要素,混合现实,短剧互动游戏,Sora概念,Kimi概念,AI语料,谷子经济,人形机器人,冰雪经济,首发经济,小红书概念,DeepSeek概念,2025中报扭亏",辽宁,1654585820.0,1625931279.0
sz002355,兴民智通,汽车零部件,"预盈预增,融资融券,参股新三板,大数据,无人机,5G概念,人工智能,无人驾驶,百度概念,华为概念,数字孪生,新能源车,车联网(车路云),鸿蒙概念,EDR概念,电子后视镜,时空大数据,算力概念,数据要素,低空经济",山东,620570400.0,618166650.0
sz002356,赫美集团,贸易行业,"深圳特区,机构重仓,智能电网,超级电容,深股通,天然气,氢能源,内贸流通",广东,1311254521.0,1311254521.0
sz002357,富临运业,铁路公路,"参股银行,西部大开发,北斗导航,车联网(车路云),EDR概念",四川,313489036.0,313477786.0
sz002358,森源电气,电网设备,"核能核电,太阳能,风能,央国企改革,充电桩,富时罗素,垃圾分类,标准普尔,特高压,智慧灯杆,机器人概念,高压快充",河南,929756977.0,929755702.0
sz002360,同德化工,化学制品,"参股银行,预亏预减,太阳能,降解塑料,民爆概念,微盘股,2025中报预减",山西,401774248.0,327270912.0
sz002361,神剑股份,塑料制品,"军工,融资融券,北斗导航,央国企改革,无人机,深股通,军民融合,磁悬浮概念,机器人概念,低空经济,碳纤维",安徽,951034969.0,809122984.0
sz002362,汉王科技,软件开发,"云计算,融资融券,参股新三板,智慧城市,大数据,智能穿戴,在线教育,国家安防,基因测序,人工智能,无人驾驶,深股通,互联医疗,国产芯片,数字阅读,生物识别,机器视觉,电子纸概念,电子身份证,机器人概念,信创,ChatGPT概念,Sora概念",北京,244454646.0,207593932.0
sz002363,隆基机械,汽车零部件,"军工,特斯拉,新能源车,华为汽车",山东,417828301.0,415758167.0
sz002364,中恒电气,电源设备,"预盈预增,太阳能,长江三角,融资融券,阿里概念,充电桩,5G概念,深股通,工业互联,富时罗素,标准普尔,氮化镓,特高压,数据中心,第三代半导体,换电概念,储能,高压快充",浙江,563564960.0,558103760.0
sz002365,永安药业,化学制药,"预亏预减,石墨烯,一带一路,证金持股,氢能源,2025中报预减",湖北,294682500.0,245560101.0
sz002366,融发核电,电源设备,"新能源,节能环保,机构重仓,核能核电,西部大开发,融资融券,海工装备,央国企改革,深股通,标准普尔,可控核聚变",四川,2080937640.0,1256464390.0
sz002367,康力电梯,专用设备,"创投,物联网,股权激励,长江三角,融资融券,人工智能,深股通,养老金,工业互联,独角兽,富时罗素",江苏,797745456.0,794583231.0
sz002368,太极股份,互联网服务,"军工,深成500,预盈预增,云计算,融资融券,水利建设,智慧城市,大数据,网络安全,央国企改革,国产软件,深股通,军民融合,工业互联,华为概念,富时罗素,标准普尔,数字货币,智慧政务,国资云概念,DRG/DIP,数字经济,跨境支付,信创,数据要素,中特估,财税数字化,海南自贸,2025中报扭亏",北京,623231286.0,620216484.0
sz002369,卓翼科技,消费电子,"创投,QFII重仓,深圳特区,机构重仓,物联网,预盈预增,融资融券,智能穿戴,虚拟现实,深股通,区块链,华为概念,无线耳机,WiFi,C2M概念,机器人概念",广东,566956280.0,565973349.0
sz002370,亚太药业,化学制药,"预亏预减,长江三角,融资融券,工业大麻,标准普尔,幽门螺杆菌概念,痘病毒防治,2025中报预增",浙江,745667530.0,745667530.0
sz002371,北方华创,半导体,"HS300_,基金重仓,深成500,预盈预增,锂电池,太阳能,融资融券,央国企改革,深证100R,深股通,MSCI中国,OLED,华为概念,富时罗素,标准普尔,国产芯片,氮化镓,半导体概念,中芯概念,第三代半导体,茅指数,宁组合,百元股,高带宽内存,华为海思",北京,721603463.0,720980776.0
